# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 22 10:17:24 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,k2_name,tic_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag
K2-126 b,K2-126,K2-126 b,TIC 422349422,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,7.38795716,,,0,,,,,,,,,,,,,,,,,,,,,,2457231.178840,,,0,0
K2-126 b,K2-126,K2-126 b,TIC 422349422,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.38700000,,,0,,,,,,,,,,,,,,,,,,,,,,2457223.798000,,,0,0
K2-126 b,K2-126,K2-126 b,TIC 422349422,1,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.38565500,0.00050100,-0.00050900,0,0.065600,0.000400,-0.000400,0,1.970,0.120,-0.120,0,0.176,0.011,-0.011,0,,,,,,,,,,2457223.799210,0.002600,-0.002700,0,0
K2-126 b,K2-126,K2-126 b,TIC 422349422,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.38711000,0.00020000,-0.00020000,0,,,,,1.920,0.150,-0.230,0,0.171,0.013,-0.021,0,,,,,,,,,,2457223.794200,0.001100,-0.001100,0,0
K2-126 b,K2-126,K2-126 b,TIC 422349422,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,7.38545300,0.00048600,-0.00047600,0,,,,,2.000,0.400,-0.300,0,0.180,0.040,-0.030,0,,,,,,,,,,2457223.799940,0.002502,-0.002475,0,0
K2-126 b,K2-126,K2-126 b,TIC 422349422,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,7.38707300,0.00025400,-0.00025300,0,0.066000,0.002000,-0.002000,0,1.840,0.110,-0.100,0,0.164,0.010,-0.009,0,,,,,,,,,,2457223.794000,0.001000,-0.001000,0,0
K2-126 b,K2-126,K2-126 b,TIC 422349422,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.38706600,0.00027700,-0.00028200,0,,,,,1.795,0.135,-0.081,0,0.160,0.012,-0.007,0,,,,,,,,,,2457223.794090,0.001552,-0.001473,0,0
K2-127 b,K2-127,K2-127 b,TIC 187309502,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.58815800,0.00003000,-0.00003100,0,,,,,9.100,3.700,-3.700,0,0.810,0.330,-0.330,0,,,,,,,,,,2457223.925930,0.000367,-0.000352,0,0
K2-127 b,K2-127,K2-127 b,TIC 187309502,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.58816200,0.00001200,-0.00001200,0,,,,,12.720,1.110,-0.460,0,1.135,0.099,-0.041,0,,,,,,,,,,2457220.337880,0.000160,-0.000160,0,0
K2-127 b,K2-127,K2-127 b,TIC 187309502,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,3.58816500,0.00001500,-0.00001600,0,0.041000,0.001000,-0.001000,0,8.660,0.680,-0.590,0,0.773,0.061,-0.053,0,,,,,,,,,,2457223.926000,0.000000,0.000000,0,0
K2-127 b,K2-127,K2-127 b,TIC 187309502,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.58800000,,,0,,,,,,,,,,,,,,,,,,,,,,2457220.338000,,,0,0
K2-127 b,K2-127,K2-127 b,TIC 187309502,1,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,8.370,0.330,-0.330,0,0.747,0.029,-0.029,0,,,,,,,,,,2457223.925880,0.000340,-0.000340,0,0
K2-128 b,K2-128,K2-128 b,TIC 677945,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.67556000,0.00029000,-0.00026000,0,,,,,1.117,0.088,-0.161,0,0.100,0.008,-0.014,0,,,,,,,,,,2457221.450300,0.002100,-0.002300,0,0
K2-128 b,K2-128,K2-128 b,TIC 677945,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5.67581400,0.00041100,-0.00042700,0,,,,,1.203,0.102,-0.074,0,0.107,0.009,-0.007,0,,,,,,,,,,2457221.448090,0.003420,-0.003156,0,0
K2-128 b,K2-128,K2-128 b,TIC 677945,1,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,1.420,0.160,-0.130,0,0.127,0.014,-0.012,0,,,,,,,,,,2457255.503000,0.002000,-0.002000,0,0
K2-129 b,K2-129,K2-129 b,TIC 2468648,1,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,1.040,0.100,-0.090,0,0.093,0.009,-0.008,0,,,,,,,,,,2457335.009000,0.001000,-0.001000,0,0
K2-129 b,K2-129,K2-129 b,TIC 2468648,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.23981000,0.00030000,-0.00035000,0,,,,,0.661,0.090,-0.249,0,0.059,0.008,-0.022,0,,,,,,,,,,2457302.050100,0.001200,-0.001100,0,0
K2-13 b,K2-13,K2-13 b,TIC 363479723,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,40.06030000,0.00600000,-0.00600000,0,0.224500,0.003200,-0.003200,0,2.700,0.270,-0.270,0,0.241,0.024,-0.024,0,,,,,,,,,,2456812.525900,0.005100,-0.005100,0,0
K2-13 b,K2-13,K2-13 b,TIC 363479723,1,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,39.91488000,0.32477000,-0.32477000,0,0.211400,0.006100,-0.006100,0,1.890,0.950,-0.950,0,0.169,0.085,-0.085,0,,,,,,,,,,2456812.525000,0.014600,-0.014600,0,0
K2-13 b,K2-13,K2-13 b,TIC 363479723,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,40.06277100,,,0,,,,,2.290,,,0,0.204,,,0,,,,,,,,,,2456812.522000,,,0,0
K2-130 b,K2-130,K2-130 b,TIC 12181371,1,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,1.250,0.200,-0.140,0,0.112,0.018,-0.012,0,,,,,,,,,,2457340.612000,0.001000,-0.001000,0,0
K2-130 b,K2-130,K2-130 b,TIC 12181371,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.49416100,0.00012300,-0.00012200,0,,,,,1.062,0.118,-0.091,0,0.095,0.011,-0.008,0,,,,,,,,,,2457303.200270,0.002171,-0.002149,0,0
K2-130 b,K2-130,K2-130 b,TIC 12181371,0,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.49420600,0.00009900,-0.00010100,0,,,,,1.220,0.130,-0.230,0,0.109,0.012,-0.021,0,,,,,,,,,,2457303.200000,0.001600,-0.001600,0,0
K2-131 b,K2-131,K2-131 b,TIC 176868951,0,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.36931100,0.00000800,-0.00000900,0,,,,,1.762,0.223,-0.128,0,0.157,0.020,-0.011,0,,,,,,,,,,2457582.935570,0.000994,-0.000977,0,0
K2-131 b,K2-131,K2-131 b,TIC 176868951,0,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,0.36900000,,,0,,,,,1.651,0.065,-0.056,0,0.147,0.006,-0.005,0,6.30000,1.40000,-1.40000,0,0.01982,0.00440,-0.00440,0,Mass,,,,,0
K2-131 b,K2-131,K2-131 b,TIC 176868951,0,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.36931250,0.00000840,-0.00000840,0,,,,,2.060,2.575,-2.575,0,0.184,0.230,-0.230,0,,,,,,,,,,2459280.987908,0.000734,-0.000734,0,0
K2-131 b,K2-131,K2-131 b,TIC 176868951,0,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..226D/abstract target=ref>Dai et al. 2017</a>,0.36930380,0.00000910,-0.00000910,0,,,,,1.810,0.160,-0.120,0,0.161,0.014,-0.011,0,6.50000,1.60000,-1.60000,0,0.02045,0.00503,-0.00503,0,Mass,2457582.936000,0.001100,-0.001100,0,0
K2-131 b,K2-131,K2-131 b,TIC 176868951,1,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.36931100,0.00003000,-0.00003000,0,,,,,1.500,0.070,-0.060,0,0.134,0.006,-0.005,0,,,,,,,,,,2457605.095750,0.000910,-0.000250,0,0
K2-131 b,K2-131,K2-131 b,TIC 176868951,0,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,0.36931000,0.00001000,-0.00001000,0,0.009500,0.000000,0.000000,0,1.700,0.090,-0.050,0,0.152,0.008,-0.004,0,,,,,,,,,,2457582.935500,0.001100,-0.001000,0,0
K2-132 b,K2-132,K2-132 b,TIC 152852327,0,CONFIRMED,Grunblatt et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,9.17386600,0.00153400,-0.00142600,0,,,,,6.865,0.889,-0.690,0,0.612,0.079,-0.062,0,,,,,,,,,,2457590.169610,0.006227,-0.006406,0,0
K2-132 b,K2-132,K2-132 b,TIC 152852327,0,CONFIRMED,Grunblatt et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...861L...5G/abstract target=ref>Grunblatt et al. 2018</a>,,,,,0.086000,,,0,14.572,0.785,-0.785,0,1.300,0.070,-0.070,0,155.73670,19.06980,-19.06980,0,0.49000,0.06000,-0.06000,0,Mass,,,,,0
K2-132 b,K2-132,K2-132 b,TIC 152852327,1,CONFIRMED,Grunblatt et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,9.17510000,0.00230000,-0.00270000,0,,,,,14.572,0.785,-0.785,0,1.300,0.070,-0.070,0,155.73670,19.06980,-19.06980,0,0.49000,0.06000,-0.06000,0,Mass,2457590.149100,0.008000,-0.009000,0,0
K2-132 b,K2-132,K2-132 b,TIC 152852327,0,CONFIRMED,Grunblatt et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=JONES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..76J/abstract target=ref>Jones et al. 2018</a>,9.17080000,0.00250000,-0.00250000,0,0.091600,0.000600,-0.000600,0,12.207,0.067,-0.067,0,1.089,0.006,-0.006,0,157.32585,2.16124,-2.00233,0,0.49500,0.00680,-0.00630,0,Mass,2457608.528900,0.008700,-0.008700,0,0
K2-132 b,K2-132,K2-132 b,TIC 152852327,0,CONFIRMED,Grunblatt et al. 2017,1,1,Transit,2017,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.17205350,0.00091470,-0.00091470,0,,,,,9.029,,,0,0.805,,,0,,,,,,,,,,2459562.250418,0.020223,-0.020223,0,0
K2-133 b,K2-133,K2-133 b,TIC 150096001,0,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,3.07120000,0.00010000,-0.00010000,0,0.033000,0.002000,-0.002000,0,1.310,0.080,-0.080,0,0.117,0.007,-0.007,0,,,,,,,,,,2457821.316800,0.001100,-0.001400,0,0
K2-133 b,K2-133,K2-133 b,TIC 150096001,1,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,3.07133000,0.00011000,-0.00011000,0,0.031940,0.000250,-0.000260,0,1.340,0.077,-0.076,0,0.120,0.007,-0.007,0,,,,,,,,,,2457821.315000,0.001600,-0.001500,0,0
K2-133 c,K2-133,K2-133 c,TIC 150096001,0,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,4.86820000,0.00010000,-0.00030000,0,0.045000,0.003000,-0.003000,0,1.480,0.090,-0.090,0,0.132,0.008,-0.008,0,,,,,,,,,,2457823.765600,0.002300,-0.000900,0,0
K2-133 c,K2-133,K2-133 c,TIC 150096001,1,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,4.86784000,0.00012000,-0.00012000,0,0.043410,0.000340,-0.000350,0,1.603,0.090,-0.088,0,0.143,0.008,-0.008,0,,,,,,,,,,2457823.768600,0.001100,-0.001100,0,0
K2-133 d,K2-133,K2-133 d,TIC 150096001,1,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,11.02454000,0.00036000,-0.00035000,0,0.074870,0.000590,-0.000600,0,2.003,0.107,-0.107,0,0.179,0.010,-0.010,0,,,,,,,,,,2457826.170900,0.001200,-0.001200,0,0
K2-133 d,K2-133,K2-133 d,TIC 150096001,0,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,11.02340000,0.00080000,-0.00030000,0,0.077000,0.005000,-0.005000,0,2.020,0.130,-0.130,0,0.180,0.012,-0.012,0,,,,,,,,,,2457826.173900,0.000700,-0.001300,0,0
K2-133 e,K2-133,K2-133 e,TIC 150096001,1,CONFIRMED,Wells et al. 2019,1,4,Transit,2019,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,26.58410000,0.00180000,-0.00170000,0,0.134600,0.001100,-0.001100,0,1.730,0.140,-0.130,0,0.154,0.012,-0.012,0,,,,,,,,,,2457837.865700,0.002200,-0.002300,0,0
K2-136 b,K2-136,K2-136 b,TIC 18310799,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..115L/abstract target=ref>Livingston et al. 2018</a>,7.97570000,0.00110000,-0.00110000,0,,,,,1.050,0.160,-0.160,0,0.094,0.014,-0.014,0,,,,,,,,,,2457825.729500,0.006700,-0.006300,0,0
K2-136 b,K2-136,K2-136 b,TIC 18310799,1,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,7.97529200,0.00083300,-0.00077000,0,,,,,0.990,0.060,-0.040,0,0.088,0.005,-0.004,0,,,,,,,,,,2457817.756310,0.004690,-0.004890,0,0
K2-136 c,K2-136,K2-136 c,TIC 18310799,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.30701770,0.00002880,-0.00002880,0,,,,,3.376,0.272,-0.272,0,0.301,0.024,-0.024,0,,,,,,,,,,2459491.497848,0.002670,-0.002670,0,0
K2-136 c,K2-136,K2-136 c,TIC 18310799,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..115L/abstract target=ref>Livingston et al. 2018</a>,17.30681000,0.00034000,-0.00036000,0,,,,,3.140,0.360,-0.360,0,0.280,0.032,-0.032,0,,,,,,,,,,2457830.024870,0.000770,-0.000730,0,0
K2-136 c,K2-136,K2-136 c,TIC 18310799,1,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,17.30713700,0.00025200,-0.00028400,0,,,,,2.910,0.110,-0.100,0,0.260,0.010,-0.009,0,,,,,,,,,,2457812.717700,0.001000,-0.000770,0,0
K2-136 c,K2-136,K2-136 c,TIC 18310799,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=CIARDI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...10C/abstract target=ref>Ciardi et al. 2018</a>,17.30770000,0.00130000,-0.00130000,0,0.117280,0.000480,-0.000480,0,3.030,0.530,-0.470,0,0.270,0.047,-0.042,0,,,,,,,,,,2457830.023500,0.002500,-0.002500,0,0
K2-136 d,K2-136,K2-136 d,TIC 18310799,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..115L/abstract target=ref>Livingston et al. 2018</a>,25.57150000,0.00380000,-0.00400000,0,,,,,1.550,0.240,-0.210,0,0.138,0.021,-0.019,0,,,,,,,,,,2457831.961000,0.004000,-0.004100,0,0
K2-136 d,K2-136,K2-136 d,TIC 18310799,1,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,25.57506500,0.00241800,-0.00235700,0,,,,,1.450,0.110,-0.080,0,0.129,0.010,-0.007,0,,,,,,,,,,2457780.811640,0.006430,-0.006600,0,0
K2-137 b,K2-137,K2-137 b,TIC 98720702,0,CONFIRMED,Smith et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5523S/abstract target=ref>Smith et al. 2018</a>,0.17971500,0.00000100,-0.00000100,0,0.005800,0.000600,-0.000600,0,0.890,0.090,-0.090,0,0.079,0.008,-0.008,0,158.91500,,,1,0.50000,,,1,Mass,2457583.024200,0.000400,-0.000400,0,0
